object_level;object_name;gender;year;education_level;study_area;count_graduate;percent_employed;average_salary;oktmo;okato
Регион;Рязанская область;Мужской;2022;Бакалавриат, специалитет;Инженерное дело, технологии и технические науки;963;79.82740022;87215.34963;61000000;61000000
Регион;Рязанская область;Мужской;2022;Бакалавриат, специалитет;Математические и естественные науки;51;70.0;59302.80467;61000000;61000000
Регион;Рязанская область;Мужской;2022;Бакалавриат, специалитет;Науки об обществе;440;63.80952381;68843.39333;61000000;61000000
Регион;Рязанская область;Мужской;2022;Бакалавриат, специалитет;Образование и педагогические науки;136;76.52173913;58064.21237;61000000;61000000
Регион;Рязанская область;Мужской;2022;Бакалавриат, специалитет;Сельское хозяйство и сельскохозяйственные науки;204;77.77777778;70155.23456;61000000;61000000
Регион;Рязанская область;Мужской;2023;Бакалавриат, специалитет;Гуманитарные науки;14;78.57142857;42394.4;61000000;61000000
Регион;Рязанская область;Мужской;2023;Бакалавриат, специалитет;Здравоохранение и медицинские науки;263;58.7628866;51248.70778;61000000;61000000
Регион;Рязанская область;Мужской;2023;Бакалавриат, специалитет;Инженерное дело, технологии и технические науки;776;74.4400527;70289.29909;61000000;61000000
Регион;Рязанская область;Мужской;2023;Бакалавриат, специалитет;Искусство и культура;2;50.0;;61000000;61000000
Регион;Рязанская область;Мужской;2023;Бакалавриат, специалитет;Математические и естественные науки;56;57.14285714;57173.35063;61000000;61000000
Регион;Рязанская область;Мужской;2023;Бакалавриат, специалитет;Науки об обществе;397;58.31202046;58869.40962;61000000;61000000
Регион;Рязанская область;Мужской;2023;Бакалавриат, специалитет;Образование и педагогические науки;134;75.0;57318.56273;61000000;61000000
Регион;Рязанская область;Мужской;2023;Бакалавриат, специалитет;Сельское хозяйство и сельскохозяйственные науки;168;71.60493827;56007.99686;61000000;61000000
Регион;Рязанская область;Мужской;2019;Магистратура;Гуманитарные науки;8;87.5;;61000000;61000000
Регион;Рязанская область;Мужской;2019;Магистратура;Здравоохранение и медицинские науки;4;75.0;;61000000;61000000
Регион;Рязанская область;Мужской;2019;Магистратура;Инженерное дело, технологии и технические науки;201;85.92964824;140621.689;61000000;61000000
Регион;Рязанская область;Мужской;2019;Магистратура;Искусство и культура;2;50.0;;61000000;61000000
Регион;Рязанская область;Мужской;2019;Магистратура;Математические и естественные науки;24;79.16666667;113319.445;61000000;61000000
Регион;Рязанская область;Мужской;2019;Магистратура;Науки об обществе;51;76.0;79722.63088;61000000;61000000
Регион;Рязанская область;Мужской;2019;Магистратура;Образование и педагогические науки;17;76.47058824;123880.555;61000000;61000000
Регион;Рязанская область;Мужской;2019;Магистратура;Сельское хозяйство и сельскохозяйственные науки;72;93.05555556;111367.361;61000000;61000000
Регион;Рязанская область;Мужской;2020;Магистратура;Гуманитарные науки;15;93.33333333;50493.59;61000000;61000000
Регион;Рязанская область;Мужской;2020;Магистратура;Здравоохранение и медицинские науки;4;75.0;;61000000;61000000
Регион;Рязанская область;Мужской;2020;Магистратура;Инженерное дело, технологии и технические науки;201;87.69230769;120415.1074;61000000;61000000
Регион;Рязанская область;Мужской;2020;Магистратура;Искусство и культура;4;75.0;;61000000;61000000
Регион;Рязанская область;Мужской;2020;Магистратура;Математические и естественные науки;6;83.33333333;;61000000;61000000
Регион;Рязанская область;Мужской;2020;Магистратура;Науки об обществе;86;80.24691358;87833.56418;61000000;61000000
Регион;Рязанская область;Мужской;2020;Магистратура;Образование и педагогические науки;21;83.33333333;59209.20188;61000000;61000000
Регион;Рязанская область;Мужской;2020;Магистратура;Сельское хозяйство и сельскохозяйственные науки;61;85.24590164;71768.70776;61000000;61000000
Регион;Рязанская область;Мужской;2021;Магистратура;Гуманитарные науки;13;69.23076923;;61000000;61000000
Регион;Рязанская область;Мужской;2021;Магистратура;Здравоохранение и медицинские науки;3;100.0;;61000000;61000000
Регион;Рязанская область;Мужской;2021;Магистратура;Инженерное дело, технологии и технические науки;170;89.82035928;114511.8105;61000000;61000000
Регион;Рязанская область;Мужской;2021;Магистратура;Математические и естественные науки;17;88.23529412;119844.2464;61000000;61000000
Регион;Рязанская область;Мужской;2021;Магистратура;Науки об обществе;55;73.07692308;87732.65286;61000000;61000000
Регион;Рязанская область;Мужской;2021;Магистратура;Образование и педагогические науки;40;57.5;51515.21238;61000000;61000000
Регион;Рязанская область;Мужской;2021;Магистратура;Сельское хозяйство и сельскохозяйственные науки;48;78.72340426;73235.13568;61000000;61000000
Регион;Рязанская область;Мужской;2022;Магистратура;Гуманитарные науки;4;75.0;;61000000;61000000
Регион;Рязанская область;Мужской;2022;Магистратура;Здравоохранение и медицинские науки;2;100.0;;61000000;61000000
Регион;Рязанская область;Мужской;2022;Магистратура;Инженерное дело, технологии и технические науки;203;91.0;106954.5548;61000000;61000000
Регион;Рязанская область;Мужской;2022;Магистратура;Математические и естественные науки;10;80.0;;61000000;61000000
Регион;Рязанская область;Мужской;2022;Магистратура;Науки об обществе;37;72.97297297;95606.04462;61000000;61000000
Регион;Рязанская область;Мужской;2022;Магистратура;Образование и педагогические науки;39;74.35897436;72045.384;61000000;61000000
Регион;Рязанская область;Мужской;2022;Магистратура;Сельское хозяйство и сельскохозяйственные науки;63;88.88888889;90117.7782;61000000;61000000
Регион;Рязанская область;Мужской;2023;Магистратура;Гуманитарные науки;11;81.81818182;;61000000;61000000
Регион;Рязанская область;Мужской;2023;Магистратура;Здравоохранение и медицинские науки;1;100.0;;61000000;61000000
Регион;Рязанская область;Мужской;2023;Магистратура;Инженерное дело, технологии и технические науки;174;89.47368421;81617.70058;61000000;61000000
Регион;Рязанская область;Мужской;2023;Магистратура;Математические и естественные науки;13;84.61538462;69236.11154;61000000;61000000
Регион;Рязанская область;Мужской;2023;Магистратура;Науки об обществе;42;77.5;99281.296;61000000;61000000
Регион;Рязанская область;Мужской;2023;Магистратура;Образование и педагогические науки;38;77.77777778;50715.2384;61000000;61000000
Регион;Рязанская область;Мужской;2023;Магистратура;Сельское хозяйство и сельскохозяйственные науки;55;73.58490566;87170.08906;61000000;61000000
Регион;Самарская область;Мужской;2019;СПО: специалисты среднего звена;Гуманитарные науки;88;75.30864198;77050.16391;36000000;36000000
Регион;Самарская область;Мужской;2019;СПО: специалисты среднего звена;Здравоохранение и медицинские науки;219;83.56164384;48303.51887;36000000;36000000
Регион;Самарская область;Мужской;2019;СПО: специалисты среднего звена;Инженерное дело, технологии и технические науки;4135;79.70634504;62028.33162;36000000;36000000
Регион;Самарская область;Мужской;2019;СПО: специалисты среднего звена;Искусство и культура;71;74.6031746;41811.51912;36000000;36000000
Регион;Самарская область;Мужской;2019;СПО: специалисты среднего звена;Науки об обществе;685;69.76744186;54914.52098;36000000;36000000
Регион;Самарская область;Мужской;2019;СПО: специалисты среднего звена;Образование и педагогические науки;51;80.0;53231.63469;36000000;36000000
Регион;Самарская область;Мужской;2019;СПО: специалисты среднего звена;Сельское хозяйство и сельскохозяйственные науки;275;77.86561265;58113.4438;36000000;36000000
Регион;Самарская область;Мужской;2020;СПО: специалисты среднего звена;Гуманитарные науки;97;67.85714286;64572.36487;36000000;36000000
Регион;Самарская область;Мужской;2020;СПО: специалисты среднего звена;Здравоохранение и медицинские науки;215;70.06802721;50724.00549;36000000;36000000
Регион;Самарская область;Мужской;2020;СПО: специалисты среднего звена;Инженерное дело, технологии и технические науки;4180;77.24867725;60926.80571;36000000;36000000
Регион;Самарская область;Мужской;2020;СПО: специалисты среднего звена;Искусство и культура;80;70.0;46932.815;36000000;36000000
Регион;Самарская область;Мужской;2020;СПО: специалисты среднего звена;Науки об обществе;943;67.81883194;54953.68434;36000000;36000000
Регион;Самарская область;Мужской;2020;СПО: специалисты среднего звена;Образование и педагогические науки;31;55.55555556;55621.82571;36000000;36000000
Регион;Самарская область;Мужской;2020;СПО: специалисты среднего звена;Сельское хозяйство и сельскохозяйственные науки;270;76.0;55948.30575;36000000;36000000
Регион;Самарская область;Мужской;2021;СПО: специалисты среднего звена;Гуманитарные науки;109;67.39130435;42437.54759;36000000;36000000
Регион;Самарская область;Мужской;2021;СПО: специалисты среднего звена;Здравоохранение и медицинские науки;227;76.68711656;46760.78577;36000000;36000000
Регион;Самарская область;Мужской;2021;СПО: специалисты среднего звена;Инженерное дело, технологии и технические науки;5019;76.43944408;56320.6664;36000000;36000000
Регион;Самарская область;Мужской;2021;СПО: специалисты среднего звена;Искусство и культура;79;68.85245902;46448.90861;36000000;36000000
Регион;Самарская область;Мужской;2021;СПО: специалисты среднего звена;Науки об обществе;931;63.30166271;49863.74291;36000000;36000000
Регион;Самарская область;Мужской;2021;СПО: специалисты среднего звена;Образование и педагогические науки;24;78.26086957;39672.40733;36000000;36000000
Регион;Самарская область;Мужской;2021;СПО: специалисты среднего звена;Сельское хозяйство и сельскохозяйственные науки;380;73.35164835;55958.13983;36000000;36000000
Регион;Самарская область;Мужской;2022;СПО: специалисты среднего звена;Гуманитарные науки;122;74.28571429;47154.947;36000000;36000000
Регион;Самарская область;Мужской;2022;СПО: специалисты среднего звена;Здравоохранение и медицинские науки;263;65.34090909;42387.16632;36000000;36000000
Регион;Самарская область;Мужской;2022;СПО: специалисты среднего звена;Инженерное дело, технологии и технические науки;5010;69.63718821;51046.61551;36000000;36000000
Регион;Самарская область;Мужской;2022;СПО: специалисты среднего звена;Искусство и культура;78;63.63636364;42923.56379;36000000;36000000
Регион;Самарская область;Мужской;2022;СПО: специалисты среднего звена;Науки об обществе;1110;62.55230126;43206.40842;36000000;36000000
Регион;Самарская область;Мужской;2022;СПО: специалисты среднего звена;Образование и педагогические науки;48;63.04347826;50273.8888;36000000;36000000
Регион;Самарская область;Мужской;2022;СПО: специалисты среднего звена;Сельское хозяйство и сельскохозяйственные науки;401;71.20418848;53258.34687;36000000;36000000
Регион;Самарская область;Мужской;2023;СПО: специалисты среднего звена;Гуманитарные науки;118;58.18181818;39739.23244;36000000;36000000
Регион;Самарская область;Мужской;2023;СПО: специалисты среднего звена;Здравоохранение и медицинские науки;283;50.0;36907.35023;36000000;36000000
Регион;Самарская область;Мужской;2023;СПО: специалисты среднего звена;Инженерное дело, технологии и технические науки;5491;59.66850829;53894.21296;36000000;36000000
Регион;Самарская область;Мужской;2023;СПО: специалисты среднего звена;Искусство и культура;103;50.64935065;36363.61818;36000000;36000000
Регион;Самарская область;Мужской;2023;СПО: специалисты среднего звена;Науки об обществе;1049;47.47583244;45199.04021;36000000;36000000
Регион;Самарская область;Мужской;2023;СПО: специалисты среднего звена;Образование и педагогические науки;52;62.5;38599.07389;36000000;36000000
Регион;Самарская область;Мужской;2023;СПО: специалисты среднего звена;Сельское хозяйство и сельскохозяйственные науки;385;55.04322767;51913.58307;36000000;36000000
Регион;Самарская область;Мужской;2019;СПО: квалифицированные рабочие и служащие;Здравоохранение и медицинские науки;2;100.0;;36000000;36000000
Регион;Самарская область;Мужской;2019;СПО: квалифицированные рабочие и служащие;Инженерное дело, технологии и технические науки;1099;76.09756098;56020.24956;36000000;36000000
Регион;Самарская область;Мужской;2019;СПО: квалифицированные рабочие и служащие;Науки об обществе;32;89.28571429;48412.37318;36000000;36000000
Регион;Самарская область;Мужской;2019;СПО: квалифицированные рабочие и служащие;Сельское хозяйство и сельскохозяйственные науки;220;82.8125;59704.66;36000000;36000000
Регион;Самарская область;Мужской;2020;СПО: квалифицированные рабочие и служащие;Инженерное дело, технологии и технические науки;1006;76.41509434;50860.31402;36000000;36000000
Регион;Самарская область;Мужской;2020;СПО: квалифицированные рабочие и служащие;Науки об обществе;40;64.86486486;46080.794;36000000;36000000
Регион;Самарская область;Мужской;2020;СПО: квалифицированные рабочие и служащие;Сельское хозяйство и сельскохозяйственные науки;266;80.73770492;56524.82542;36000000;36000000
Регион;Самарская область;Мужской;2021;СПО: квалифицированные рабочие и служащие;Здравоохранение и медицинские науки;2;100.0;;36000000;36000000
Регион;Самарская область;Мужской;2021;СПО: квалифицированные рабочие и служащие;Инженерное дело, технологии и технические науки;1624;72.80585106;51175.9871;36000000;36000000
Регион;Самарская область;Мужской;2021;СПО: квалифицированные рабочие и служащие;Науки об обществе;144;64.34108527;38498.58028;36000000;36000000
Регион;Самарская область;Мужской;2021;СПО: квалифицированные рабочие и служащие;Сельское хозяйство и сельскохозяйственные науки;367;77.71084337;48018.4232;36000000;36000000
Регион;Самарская область;Мужской;2022;СПО: квалифицированные рабочие и служащие;Инженерное дело, технологии и технические науки;1940;66.44370123;44064.90911;36000000;36000000
Регион;Самарская область;Мужской;2022;СПО: квалифицированные рабочие и служащие;Искусство и культура;13;72.72727273;;36000000;36000000
Регион;Самарская область;Мужской;2022;СПО: квалифицированные рабочие и служащие;Науки об обществе;111;57.89473684;34866.4285;36000000;36000000
Регион;Самарская область;Мужской;2022;СПО: квалифицированные рабочие и служащие;Сельское хозяйство и сельскохозяйственные науки;307;72.93233083;50232.25993;36000000;36000000
Регион;Самарская область;Мужской;2023;СПО: квалифицированные рабочие и служащие;Инженерное дело, технологии и технические науки;2318;47.76699029;43441.73219;36000000;36000000
Регион;Самарская область;Мужской;2023;СПО: квалифицированные рабочие и служащие;Искусство и культура;19;38.88888889;;36000000;36000000
Регион;Самарская область;Мужской;2023;СПО: квалифицированные рабочие и служащие;Науки об обществе;131;50.87719298;37858.11206;36000000;36000000
Регион;Самарская область;Мужской;2023;СПО: квалифицированные рабочие и служащие;Сельское хозяйство и сельскохозяйственные науки;346;52.2875817;54885.24408;36000000;36000000
Регион;Самарская область;Мужской;2019;Бакалавриат, специалитет;Гуманитарные науки;89;70.45454545;54161.72942;36000000;36000000
Регион;Самарская область;Мужской;2019;Бакалавриат, специалитет;Здравоохранение и медицинские науки;526;89.10505837;88595.16998;36000000;36000000
Регион;Самарская область;Мужской;2019;Бакалавриат, специалитет;Инженерное дело, технологии и технические науки;4243;88.48817769;101202.5559;36000000;36000000
Регион;Самарская область;Мужской;2019;Бакалавриат, специалитет;Искусство и культура;71;75.36231884;55047.28523;36000000;36000000
Регион;Самарская область;Мужской;2019;Бакалавриат, специалитет;Математические и естественные науки;198;75.75757576;160148.4399;36000000;36000000
Регион;Самарская область;Мужской;2019;Бакалавриат, специалитет;Науки об обществе;1634;73.92657125;74266.50346;36000000;36000000
Регион;Самарская область;Мужской;2019;Бакалавриат, специалитет;Образование и педагогические науки;124;76.85950413;71855.18405;36000000;36000000
Регион;Самарская область;Мужской;2019;Бакалавриат, специалитет;Сельское хозяйство и сельскохозяйственные науки;245;89.58333333;66678.62479;36000000;36000000
Регион;Самарская область;Мужской;2020;Бакалавриат, специалитет;Гуманитарные науки;94;77.65957447;62736.29967;36000000;36000000
Регион;Самарская область;Мужской;2020;Бакалавриат, специалитет;Здравоохранение и медицинские науки;474;81.00436681;82770.7239;36000000;36000000
Регион;Самарская область;Мужской;2020;Бакалавриат, специалитет;Инженерное дело, технологии и технические науки;3599;88.94217207;98004.53085;36000000;36000000
Регион;Самарская область;Мужской;2020;Бакалавриат, специалитет;Искусство и культура;62;85.24590164;51431.5082;36000000;36000000
Регион;Самарская область;Мужской;2020;Бакалавриат, специалитет;Математические и естественные науки;163;86.41975309;131974.9904;36000000;36000000
Регион;Самарская область;Мужской;2020;Бакалавриат, специалитет;Науки об обществе;1502;71.11864407;72937.58598;36000000;36000000
Регион;Самарская область;Мужской;2020;Бакалавриат, специалитет;Образование и педагогические науки;157;80.12820513;64575.93214;36000000;36000000
Регион;Самарская область;Мужской;2020;Бакалавриат, специалитет;Сельское хозяйство и сельскохозяйственные науки;209;85.50724638;68763.51648;36000000;36000000
Регион;Самарская область;Мужской;2021;Бакалавриат, специалитет;Гуманитарные науки;106;72.64150943;57177.92404;36000000;36000000
Регион;Самарская область;Мужской;2021;Бакалавриат, специалитет;Здравоохранение и медицинские науки;276;84.1509434;76332.01672;36000000;36000000
Регион;Самарская область;Мужской;2021;Бакалавриат, специалитет;Инженерное дело, технологии и технические науки;2308;86.15453327;86939.94456;36000000;36000000
Регион;Самарская область;Мужской;2021;Бакалавриат, специалитет;Искусство и культура;52;80.76923077;54267.16882;36000000;36000000
Регион;Самарская область;Мужской;2021;Бакалавриат, специалитет;Математические и естественные науки;139;85.50724638;112968.3321;36000000;36000000
Регион;Самарская область;Мужской;2021;Бакалавриат, специалитет;Науки об обществе;1311;70.44917258;72686.30493;36000000;36000000
Регион;Самарская область;Мужской;2021;Бакалавриат, специалитет;Образование и педагогические науки;199;87.97468354;58231.28144;36000000;36000000
Регион;Самарская область;Мужской;2021;Бакалавриат, специалитет;Сельское хозяйство и сельскохозяйственные науки;175;78.69822485;69980.16195;36000000;36000000
Регион;Самарская область;Мужской;2022;Бакалавриат, специалитет;Гуманитарные науки;114;81.81818182;57330.35691;36000000;36000000
Регион;Самарская область;Мужской;2022;Бакалавриат, специалитет;Здравоохранение и медицинские науки;438;81.84079602;58638.41169;36000000;36000000
Регион;Самарская область;Мужской;2022;Бакалавриат, специалитет;Инженерное дело, технологии и технические науки;2706;83.66088632;82201.84383;36000000;36000000
Регион;Самарская область;Мужской;2022;Бакалавриат, специалитет;Искусство и культура;60;73.33333333;42722.38086;36000000;36000000
Регион;Самарская область;Мужской;2022;Бакалавриат, специалитет;Математические и естественные науки;200;84.12698413;102777.0143;36000000;36000000
Регион;Самарская область;Мужской;2022;Бакалавриат, специалитет;Науки об обществе;1285;67.48366013;67204.13503;36000000;36000000
Регион;Самарская область;Мужской;2022;Бакалавриат, специалитет;Образование и педагогические науки;186;81.36645963;58758.96642;36000000;36000000
Регион;Самарская область;Мужской;2022;Бакалавриат, специалитет;Сельское хозяйство и сельскохозяйственные науки;216;83.66336634;58250.09549;36000000;36000000
Регион;Самарская область;Мужской;2023;Бакалавриат, специалитет;Гуманитарные науки;115;75.70093458;65984.21846;36000000;36000000
Регион;Самарская область;Мужской;2023;Бакалавриат, специалитет;Здравоохранение и медицинские науки;446;67.55447942;49826.25312;36000000;36000000
Регион;Самарская область;Мужской;2023;Бакалавриат, специалитет;Инженерное дело, технологии и технические науки;4439;81.77095632;82109.35899;36000000;36000000
Регион;Самарская область;Мужской;2023;Бакалавриат, специалитет;Искусство и культура;58;76.78571429;44515.97222;36000000;36000000
Регион;Самарская область;Мужской;2023;Бакалавриат, специалитет;Математические и естественные науки;235;63.43612335;56632.81851;36000000;36000000
Регион;Самарская область;Мужской;2023;Бакалавриат, специалитет;Науки об обществе;1409;64.98889711;57955.37477;36000000;36000000
Регион;Самарская область;Мужской;2023;Бакалавриат, специалитет;Образование и педагогические науки;190;78.85714286;51582.8007;36000000;36000000
Регион;Самарская область;Мужской;2023;Бакалавриат, специалитет;Сельское хозяйство и сельскохозяйственные науки;180;77.4566474;65419.02131;36000000;36000000
Регион;Самарская область;Мужской;2019;Магистратура;Гуманитарные науки;50;90.0;67359.08324;36000000;36000000
Регион;Самарская область;Мужской;2019;Магистратура;Инженерное дело, технологии и технические науки;723;91.50141643;135432.6141;36000000;36000000
Регион;Самарская область;Мужской;2019;Магистратура;Искусство и культура;2;100.0;;36000000;36000000
Регион;Самарская область;Мужской;2019;Магистратура;Математические и естественные науки;99;86.73469388;170151.6723;36000000;36000000
Регион;Самарская область;Мужской;2019;Магистратура;Науки об обществе;428;83.73205742;101323.0554;36000000;36000000
Регион;Самарская область;Мужской;2019;Магистратура;Образование и педагогические науки;34;81.25;79163.19458;36000000;36000000
Регион;Самарская область;Мужской;2019;Магистратура;Сельское хозяйство и сельскохозяйственные науки;51;92.15686275;83985.44978;36000000;36000000
Регион;Самарская область;Мужской;2020;Магистратура;Гуманитарные науки;61;90.0;77249.68455;36000000;36000000
Регион;Самарская область;Мужской;2020;Магистратура;Инженерное дело, технологии и технические науки;725;90.58988764;119436.2429;36000000;36000000
Регион;Самарская область;Мужской;2020;Магистратура;Искусство и культура;4;100.0;;36000000;36000000
Регион;Самарская область;Мужской;2020;Магистратура;Математические и естественные науки;93;84.7826087;152593.5868;36000000;36000000
Регион;Самарская область;Мужской;2020;Магистратура;Науки об обществе;425;77.08830549;104368.2132;36000000;36000000
Регион;Самарская область;Мужской;2020;Магистратура;Образование и педагогические науки;32;75.0;75066.79905;36000000;36000000
Регион;Самарская область;Мужской;2020;Магистратура;Сельское хозяйство и сельскохозяйственные науки;71;87.32394366;73142.38351;36000000;36000000
Регион;Самарская область;Мужской;2021;Магистратура;Гуманитарные науки;43;81.39534884;55286.29065;36000000;36000000
Регион;Самарская область;Мужской;2021;Магистратура;Здравоохранение и медицинские науки;2;0.0;;36000000;36000000
Регион;Самарская область;Мужской;2021;Магистратура;Инженерное дело, технологии и технические науки;335;86.16352201;123284.4853;36000000;36000000
Регион;Самарская область;Мужской;2021;Магистратура;Искусство и культура;9;66.66666667;;36000000;36000000
Регион;Самарская область;Мужской;2021;Магистратура;Математические и естественные науки;80;86.07594937;114373.2237;36000000;36000000
Регион;Самарская область;Мужской;2021;Магистратура;Науки об обществе;555;81.06617647;94817.42264;36000000;36000000
Регион;Самарская область;Мужской;2021;Магистратура;Образование и педагогические науки;53;77.35849057;91845.885;36000000;36000000
Регион;Самарская область;Мужской;2021;Магистратура;Сельское хозяйство и сельскохозяйственные науки;45;88.88888889;66045.56333;36000000;36000000
Регион;Самарская область;Мужской;2022;Магистратура;Гуманитарные науки;55;79.24528302;70475.60364;36000000;36000000
Регион;Самарская область;Мужской;2022;Магистратура;Здравоохранение и медицинские науки;2;100.0;;36000000;36000000
Регион;Самарская область;Мужской;2022;Магистратура;Инженерное дело, технологии и технические науки;373;85.88235294;102572.929;36000000;36000000
Регион;Самарская область;Мужской;2022;Магистратура;Искусство и культура;2;100.0;;36000000;36000000
Регион;Самарская область;Мужской;2022;Магистратура;Математические и естественные науки;60;92.72727273;104068.5554;36000000;36000000
Регион;Самарская область;Мужской;2022;Магистратура;Науки об обществе;483;78.93617021;94664.71669;36000000;36000000
Регион;Самарская область;Мужской;2022;Магистратура;Образование и педагогические науки;40;73.68421053;65478.1112;36000000;36000000
Регион;Самарская область;Мужской;2022;Магистратура;Сельское хозяйство и сельскохозяйственные науки;66;86.36363636;82428.8174;36000000;36000000
Регион;Самарская область;Мужской;2023;Магистратура;Гуманитарные науки;31;74.19354839;63489.26773;36000000;36000000
Регион;Самарская область;Мужской;2023;Магистратура;Здравоохранение и медицинские науки;2;100.0;;36000000;36000000
Регион;Самарская область;Мужской;2023;Магистратура;Инженерное дело, технологии и технические науки;718;89.24418605;105242.9583;36000000;36000000
Регион;Самарская область;Мужской;2023;Магистратура;Искусство и культура;6;80.0;;36000000;36000000
Регион;Самарская область;Мужской;2023;Магистратура;Математические и естественные науки;82;85.18518519;92830.55591;36000000;36000000
Регион;Самарская область;Мужской;2023;Магистратура;Науки об обществе;412;74.18546366;82317.96514;36000000;36000000
Регион;Самарская область;Мужской;2023;Магистратура;Образование и педагогические науки;27;81.48148148;44376.45524;36000000;36000000
Регион;Самарская область;Мужской;2023;Магистратура;Сельское хозяйство и сельскохозяйственные науки;61;84.48275862;83740.1313;36000000;36000000
Регион;Саратовская область;Мужской;2019;СПО: специалисты среднего звена;Гуманитарные науки;96;79.01234568;61232.21755;63000000;63000000
Регион;Саратовская область;Мужской;2019;СПО: специалисты среднего звена;Здравоохранение и медицинские науки;203;79.19463087;54969.99812;63000000;63000000
Регион;Саратовская область;Мужской;2019;СПО: специалисты среднего звена;Инженерное дело, технологии и технические науки;2792;73.57001972;61561.28302;63000000;63000000
Регион;Саратовская область;Мужской;2019;СПО: специалисты среднего звена;Искусство и культура;73;75.92592593;56454.2969;63000000;63000000
Регион;Саратовская область;Мужской;2019;СПО: специалисты среднего звена;Науки об обществе;568;59.18762089;51205.57772;63000000;63000000
Регион;Саратовская область;Мужской;2019;СПО: специалисты среднего звена;Образование и педагогические науки;2;100.0;;63000000;63000000
Регион;Саратовская область;Мужской;2019;СПО: специалисты среднего звена;Сельское хозяйство и сельскохозяйственные науки;200;64.86486486;61461.71714;63000000;63000000
Регион;Саратовская область;Мужской;2020;СПО: специалисты среднего звена;Гуманитарные науки;91;70.66666667;58252.41289;63000000;63000000
Регион;Саратовская область;Мужской;2020;СПО: специалисты среднего звена;Здравоохранение и медицинские науки;223;72.45508982;50685.0435;63000000;63000000
Регион;Саратовская область;Мужской;2020;СПО: специалисты среднего звена;Инженерное дело, технологии и технические науки;2851;70.79646018;58596.50858;63000000;63000000
Регион;Саратовская область;Мужской;2020;СПО: специалисты среднего звена;Искусство и культура;60;62.5;34048.16;63000000;63000000
Регион;Саратовская область;Мужской;2020;СПО: специалисты среднего звена;Науки об обществе;503;62.09302326;51666.55796;63000000;63000000
Регион;Саратовская область;Мужской;2020;СПО: специалисты среднего звена;Образование и педагогические науки;29;55.17241379;47269.843;63000000;63000000
Регион;Саратовская область;Мужской;2020;СПО: специалисты среднего звена;Сельское хозяйство и сельскохозяйственные науки;229;70.19230769;53932.00719;63000000;63000000
Регион;Саратовская область;Мужской;2021;СПО: специалисты среднего звена;Гуманитарные науки;135;64.1025641;57005.03508;63000000;63000000
Регион;Саратовская область;Мужской;2021;СПО: специалисты среднего звена;Здравоохранение и медицинские науки;220;57.14285714;41719.79685;63000000;63000000
Регион;Саратовская область;Мужской;2021;СПО: специалисты среднего звена;Инженерное дело, технологии и технические науки;3720;67.3844387;54873.91055;63000000;63000000
Регион;Саратовская область;Мужской;2021;СПО: специалисты среднего звена;Искусство и культура;90;68.42105263;41253.80971;63000000;63000000
Регион;Саратовская область;Мужской;2021;СПО: специалисты среднего звена;Науки об обществе;845;54.49515906;46638.07812;63000000;63000000
Регион;Саратовская область;Мужской;2021;СПО: специалисты среднего звена;Образование и педагогические науки;71;71.64179104;51992.35886;63000000;63000000
Регион;Саратовская область;Мужской;2021;СПО: специалисты среднего звена;Сельское хозяйство и сельскохозяйственные науки;362;59.22619048;56217.22716;63000000;63000000
Регион;Саратовская область;Мужской;2022;СПО: специалисты среднего звена;Гуманитарные науки;147;60.14492754;62915.02243;63000000;63000000
Регион;Саратовская область;Мужской;2022;СПО: специалисты среднего звена;Здравоохранение и медицинские науки;224;60.94674556;42897.81988;63000000;63000000
Регион;Саратовская область;Мужской;2022;СПО: специалисты среднего звена;Инженерное дело, технологии и технические науки;3344;60.12349691;48819.16368;63000000;63000000
Регион;Саратовская область;Мужской;2022;СПО: специалисты среднего звена;Искусство и культура;84;51.72413793;35627.28765;63000000;63000000
