object_level;object_name;gender;year;education_level;study_area;count_graduate;percent_employed;average_salary;oktmo;okato
Регион;Ульяновская область;Всего;2023;СПО: квалифицированные рабочие и служащие;Сельское хозяйство и сельскохозяйственные науки;30;46.15384615;20252.64667;73000000;73000000
Регион;Ульяновская область;Всего;2019;Бакалавриат, специалитет;Гуманитарные науки;184;79.88826816;55690.57389;73000000;73000000
Регион;Ульяновская область;Всего;2019;Бакалавриат, специалитет;Здравоохранение и медицинские науки;309;93.85113269;81508.22649;73000000;73000000
Регион;Ульяновская область;Всего;2019;Бакалавриат, специалитет;Инженерное дело, технологии и технические науки;1640;86.65018541;125219.6527;73000000;73000000
Регион;Ульяновская область;Всего;2019;Бакалавриат, специалитет;Искусство и культура;47;91.4893617;54972.65625;73000000;73000000
Регион;Ульяновская область;Всего;2019;Бакалавриат, специалитет;Математические и естественные науки;103;82.17821782;83508.82783;73000000;73000000
Регион;Ульяновская область;Всего;2019;Бакалавриат, специалитет;Науки об обществе;1756;77.28065078;57020.10344;73000000;73000000
Регион;Ульяновская область;Всего;2019;Бакалавриат, специалитет;Образование и педагогические науки;957;81.45416228;51136.41596;73000000;73000000
Регион;Ульяновская область;Всего;2019;Бакалавриат, специалитет;Сельское хозяйство и сельскохозяйственные науки;357;81.97674419;53764.02259;73000000;73000000
Регион;Ульяновская область;Всего;2020;Бакалавриат, специалитет;Гуманитарные науки;159;80.92105263;52416.88471;73000000;73000000
Регион;Ульяновская область;Всего;2020;Бакалавриат, специалитет;Здравоохранение и медицинские науки;367;92.11267606;71661.78123;73000000;73000000
Регион;Ульяновская область;Всего;2020;Бакалавриат, специалитет;Инженерное дело, технологии и технические науки;1840;83.02961276;107628.8303;73000000;73000000
Регион;Ульяновская область;Всего;2020;Бакалавриат, специалитет;Искусство и культура;36;79.41176471;59698.76481;73000000;73000000
Регион;Ульяновская область;Всего;2020;Бакалавриат, специалитет;Математические и естественные науки;117;81.1965812;81732.65961;73000000;73000000
Регион;Ульяновская область;Всего;2020;Бакалавриат, специалитет;Науки об обществе;1690;79.14893617;51300.74758;73000000;73000000
Регион;Ульяновская область;Всего;2020;Бакалавриат, специалитет;Образование и педагогические науки;820;81.8627451;46911.2052;73000000;73000000
Регион;Ульяновская область;Всего;2020;Бакалавриат, специалитет;Сельское хозяйство и сельскохозяйственные науки;273;80.93385214;52441.56474;73000000;73000000
Регион;Ульяновская область;Всего;2021;Бакалавриат, специалитет;Гуманитарные науки;146;71.53284672;45767.50267;73000000;73000000
Регион;Ульяновская область;Всего;2021;Бакалавриат, специалитет;Здравоохранение и медицинские науки;393;84.07079646;64406.12728;73000000;73000000
Регион;Ульяновская область;Всего;2021;Бакалавриат, специалитет;Инженерное дело, технологии и технические науки;1848;83.67117117;103114.1839;73000000;73000000
Регион;Ульяновская область;Всего;2021;Бакалавриат, специалитет;Искусство и культура;40;85.0;41960.383;73000000;73000000
Регион;Ульяновская область;Всего;2021;Бакалавриат, специалитет;Математические и естественные науки;133;76.37795276;62223.47824;73000000;73000000
Регион;Ульяновская область;Всего;2021;Бакалавриат, специалитет;Науки об обществе;1768;75.05707763;50461.55142;73000000;73000000
Регион;Ульяновская область;Всего;2021;Бакалавриат, специалитет;Образование и педагогические науки;783;81.86889819;46933.70578;73000000;73000000
Регион;Ульяновская область;Всего;2021;Бакалавриат, специалитет;Сельское хозяйство и сельскохозяйственные науки;305;83.33333333;56267.31115;73000000;73000000
Регион;Ульяновская область;Всего;2022;Бакалавриат, специалитет;Гуманитарные науки;163;73.50993377;39056.82241;73000000;73000000
Регион;Ульяновская область;Всего;2022;Бакалавриат, специалитет;Здравоохранение и медицинские науки;367;79.43262411;53214.26954;73000000;73000000
Регион;Ульяновская область;Всего;2022;Бакалавриат, специалитет;Инженерное дело, технологии и технические науки;1736;81.75313059;88544.56805;73000000;73000000
Регион;Ульяновская область;Всего;2022;Бакалавриат, специалитет;Искусство и культура;44;79.54545455;40993.15375;73000000;73000000
Регион;Ульяновская область;Всего;2022;Бакалавриат, специалитет;Математические и естественные науки;131;71.31147541;46065.65425;73000000;73000000
Регион;Ульяновская область;Всего;2022;Бакалавриат, специалитет;Науки об обществе;1583;73.99219766;45109.94328;73000000;73000000
Регион;Ульяновская область;Всего;2022;Бакалавриат, специалитет;Образование и педагогические науки;979;80.58968059;43260.48415;73000000;73000000
Регион;Ульяновская область;Всего;2022;Бакалавриат, специалитет;Сельское хозяйство и сельскохозяйственные науки;301;71.86147186;43871.35514;73000000;73000000
Регион;Ульяновская область;Всего;2023;Бакалавриат, специалитет;Гуманитарные науки;195;58.2010582;34282.65333;73000000;73000000
Регион;Ульяновская область;Всего;2023;Бакалавриат, специалитет;Здравоохранение и медицинские науки;647;61.16207951;44514.68046;73000000;73000000
Регион;Ульяновская область;Всего;2023;Бакалавриат, специалитет;Инженерное дело, технологии и технические науки;1790;72.38372093;86601.8832;73000000;73000000
Регион;Ульяновская область;Всего;2023;Бакалавриат, специалитет;Искусство и культура;36;75.0;41736.6664;73000000;73000000
Регион;Ульяновская область;Всего;2023;Бакалавриат, специалитет;Математические и естественные науки;127;61.86440678;40552.15705;73000000;73000000
Регион;Ульяновская область;Всего;2023;Бакалавриат, специалитет;Науки об обществе;1577;70.21276596;46824.53656;73000000;73000000
Регион;Ульяновская область;Всего;2023;Бакалавриат, специалитет;Образование и педагогические науки;827;77.24039829;37405.52186;73000000;73000000
Регион;Ульяновская область;Всего;2023;Бакалавриат, специалитет;Сельское хозяйство и сельскохозяйственные науки;307;66.80672269;46498.2409;73000000;73000000
Регион;Ульяновская область;Всего;2019;Магистратура;Гуманитарные науки;34;79.41176471;66952.02045;73000000;73000000
Регион;Ульяновская область;Всего;2019;Магистратура;Инженерное дело, технологии и технические науки;258;92.15686275;107158.981;73000000;73000000
Регион;Ульяновская область;Всего;2019;Магистратура;Искусство и культура;4;100.0;;73000000;73000000
Регион;Ульяновская область;Всего;2019;Магистратура;Математические и естественные науки;56;91.07142857;103065.1387;73000000;73000000
Регион;Ульяновская область;Всего;2019;Магистратура;Науки об обществе;444;85.52036199;77403.42918;73000000;73000000
Регион;Ульяновская область;Всего;2019;Магистратура;Образование и педагогические науки;365;85.59556787;60346.79733;73000000;73000000
Регион;Ульяновская область;Всего;2019;Магистратура;Сельское хозяйство и сельскохозяйственные науки;25;80.0;46145.98778;73000000;73000000
Регион;Ульяновская область;Всего;2020;Магистратура;Гуманитарные науки;30;86.20689655;55169.21714;73000000;73000000
Регион;Ульяновская область;Всего;2020;Магистратура;Инженерное дело, технологии и технические науки;326;94.65408805;97699.89524;73000000;73000000
Регион;Ульяновская область;Всего;2020;Магистратура;Математические и естественные науки;57;92.85714286;92317.31881;73000000;73000000
Регион;Ульяновская область;Всего;2020;Магистратура;Науки об обществе;331;82.67477204;63887.78281;73000000;73000000
Регион;Ульяновская область;Всего;2020;Магистратура;Образование и педагогические науки;408;87.65432099;53545.07175;73000000;73000000
Регион;Ульяновская область;Всего;2020;Магистратура;Сельское хозяйство и сельскохозяйственные науки;56;78.57142857;67192.71487;73000000;73000000
Регион;Ульяновская область;Всего;2021;Магистратура;Гуманитарные науки;33;93.93939394;36366.2013;73000000;73000000
Регион;Ульяновская область;Всего;2021;Магистратура;Инженерное дело, технологии и технические науки;285;91.45907473;92812.45865;73000000;73000000
Регион;Ульяновская область;Всего;2021;Магистратура;Искусство и культура;4;100.0;;73000000;73000000
Регион;Ульяновская область;Всего;2021;Магистратура;Математические и естественные науки;35;94.28571429;78768.24065;73000000;73000000
Регион;Ульяновская область;Всего;2021;Магистратура;Науки об обществе;331;78.41945289;63386.04367;73000000;73000000
Регион;Ульяновская область;Всего;2021;Магистратура;Образование и педагогические науки;406;84.57711443;50638.18033;73000000;73000000
Регион;Ульяновская область;Всего;2021;Магистратура;Сельское хозяйство и сельскохозяйственные науки;86;71.95121951;53577.7382;73000000;73000000
Регион;Ульяновская область;Всего;2022;Магистратура;Гуманитарные науки;31;89.65517241;40383.4444;73000000;73000000
Регион;Ульяновская область;Всего;2022;Магистратура;Инженерное дело, технологии и технические науки;251;83.81742739;85371.71372;73000000;73000000
Регион;Ульяновская область;Всего;2022;Магистратура;Математические и естественные науки;47;84.7826087;94710.33944;73000000;73000000
Регион;Ульяновская область;Всего;2022;Магистратура;Науки об обществе;293;83.0449827;64302.64131;73000000;73000000
Регион;Ульяновская область;Всего;2022;Магистратура;Образование и педагогические науки;383;88.62433862;52079.30658;73000000;73000000
Регион;Ульяновская область;Всего;2022;Магистратура;Сельское хозяйство и сельскохозяйственные науки;68;81.53846154;67462.84688;73000000;73000000
Регион;Ульяновская область;Всего;2023;Магистратура;Гуманитарные науки;20;68.42105263;58611.11133;73000000;73000000
Регион;Ульяновская область;Всего;2023;Магистратура;Инженерное дело, технологии и технические науки;155;90.0;77775.23629;73000000;73000000
Регион;Ульяновская область;Всего;2023;Магистратура;Искусство и культура;6;66.66666667;;73000000;73000000
Регион;Ульяновская область;Всего;2023;Магистратура;Математические и естественные науки;41;76.92307692;70203.49484;73000000;73000000
Регион;Ульяновская область;Всего;2023;Магистратура;Науки об обществе;295;79.66101695;61766.92884;73000000;73000000
Регион;Ульяновская область;Всего;2023;Магистратура;Образование и педагогические науки;354;85.95988539;55156.71746;73000000;73000000
Регион;Ульяновская область;Всего;2023;Магистратура;Сельское хозяйство и сельскохозяйственные науки;53;95.45454545;60290.77;73000000;73000000
Регион;Челябинская область;Всего;2019;СПО: специалисты среднего звена;Гуманитарные науки;377;76.01156069;56371.93386;75000000;75000000
Регион;Челябинская область;Всего;2019;СПО: специалисты среднего звена;Здравоохранение и медицинские науки;1159;86.34237605;48187.62861;75000000;75000000
Регион;Челябинская область;Всего;2019;СПО: специалисты среднего звена;Инженерное дело, технологии и технические науки;6340;77.23776224;60528.60923;75000000;75000000
Регион;Челябинская область;Всего;2019;СПО: специалисты среднего звена;Искусство и культура;462;74.93261456;46181.98235;75000000;75000000
Регион;Челябинская область;Всего;2019;СПО: специалисты среднего звена;Науки об обществе;3508;71.73574322;45988.83143;75000000;75000000
Регион;Челябинская область;Всего;2019;СПО: специалисты среднего звена;Образование и педагогические науки;956;84.4198895;42944.91324;75000000;75000000
Регион;Челябинская область;Всего;2019;СПО: специалисты среднего звена;Сельское хозяйство и сельскохозяйственные науки;409;70.1754386;50003.10873;75000000;75000000
Регион;Челябинская область;Всего;2020;СПО: специалисты среднего звена;Гуманитарные науки;423;76.30057803;58768.8171;75000000;75000000
Регион;Челябинская область;Всего;2020;СПО: специалисты среднего звена;Здравоохранение и медицинские науки;1236;86.48888889;47463.58075;75000000;75000000
Регион;Челябинская область;Всего;2020;СПО: специалисты среднего звена;Инженерное дело, технологии и технические науки;5790;74.16762342;56489.14248;75000000;75000000
Регион;Челябинская область;Всего;2020;СПО: специалисты среднего звена;Искусство и культура;515;74.87309645;42479.272;75000000;75000000
Регион;Челябинская область;Всего;2020;СПО: специалисты среднего звена;Науки об обществе;3657;69.12568306;44952.86445;75000000;75000000
Регион;Челябинская область;Всего;2020;СПО: специалисты среднего звена;Образование и педагогические науки;908;87.57467145;42695.06101;75000000;75000000
Регион;Челябинская область;Всего;2020;СПО: специалисты среднего звена;Сельское хозяйство и сельскохозяйственные науки;446;72.7520436;56358.24683;75000000;75000000
Регион;Челябинская область;Всего;2021;СПО: специалисты среднего звена;Гуманитарные науки;462;73.60406091;49382.36948;75000000;75000000
Регион;Челябинская область;Всего;2021;СПО: специалисты среднего звена;Здравоохранение и медицинские науки;1483;84.34085943;47858.08563;75000000;75000000
Регион;Челябинская область;Всего;2021;СПО: специалисты среднего звена;Инженерное дело, технологии и технические науки;6299;73.18141981;57068.31982;75000000;75000000
Регион;Челябинская область;Всего;2021;СПО: специалисты среднего звена;Искусство и культура;289;65.93886463;38365.16528;75000000;75000000
Регион;Челябинская область;Всего;2021;СПО: специалисты среднего звена;Науки об обществе;4190;65.14872335;44625.9983;75000000;75000000
Регион;Челябинская область;Всего;2021;СПО: специалисты среднего звена;Образование и педагогические науки;1219;79.02097902;42136.05403;75000000;75000000
Регион;Челябинская область;Всего;2021;СПО: специалисты среднего звена;Сельское хозяйство и сельскохозяйственные науки;325;64.64285714;51244.47303;75000000;75000000
Регион;Челябинская область;Всего;2022;СПО: специалисты среднего звена;Гуманитарные науки;477;72.61306533;43506.6564;75000000;75000000
Регион;Челябинская область;Всего;2022;СПО: специалисты среднего звена;Здравоохранение и медицинские науки;1621;80.80054274;44113.26559;75000000;75000000
Регион;Челябинская область;Всего;2022;СПО: специалисты среднего звена;Инженерное дело, технологии и технические науки;6387;66.37370364;52370.33825;75000000;75000000
Регион;Челябинская область;Всего;2022;СПО: специалисты среднего звена;Искусство и культура;605;65.03340757;36981.81958;75000000;75000000
Регион;Челябинская область;Всего;2022;СПО: специалисты среднего звена;Науки об обществе;4820;61.26211298;40897.31859;75000000;75000000
Регион;Челябинская область;Всего;2022;СПО: специалисты среднего звена;Образование и педагогические науки;1454;80.47895501;39520.95607;75000000;75000000
Регион;Челябинская область;Всего;2022;СПО: специалисты среднего звена;Сельское хозяйство и сельскохозяйственные науки;563;58.77378436;49047.45009;75000000;75000000
Регион;Челябинская область;Всего;2023;СПО: специалисты среднего звена;Гуманитарные науки;510;70.34482759;39170.75697;75000000;75000000
Регион;Челябинская область;Всего;2023;СПО: специалисты среднего звена;Здравоохранение и медицинские науки;2237;75.69230769;43209.3255;75000000;75000000
Регион;Челябинская область;Всего;2023;СПО: специалисты среднего звена;Инженерное дело, технологии и технические науки;6520;58.55156222;46972.37484;75000000;75000000
Регион;Челябинская область;Всего;2023;СПО: специалисты среднего звена;Искусство и культура;710;50.0;34770.85967;75000000;75000000
Регион;Челябинская область;Всего;2023;СПО: специалисты среднего звена;Науки об обществе;5524;53.27024185;35055.94653;75000000;75000000
Регион;Челябинская область;Всего;2023;СПО: специалисты среднего звена;Образование и педагогические науки;1345;73.78559464;36658.73014;75000000;75000000
Регион;Челябинская область;Всего;2023;СПО: специалисты среднего звена;Сельское хозяйство и сельскохозяйственные науки;545;50.0;46360.6222;75000000;75000000
Регион;Челябинская область;Всего;2019;СПО: квалифицированные рабочие и служащие;Гуманитарные науки;16;64.28571429;;75000000;75000000
Регион;Челябинская область;Всего;2019;СПО: квалифицированные рабочие и служащие;Инженерное дело, технологии и технические науки;2137;72.56592292;59004.61528;75000000;75000000
Регион;Челябинская область;Всего;2019;СПО: квалифицированные рабочие и служащие;Искусство и культура;31;50.0;31350.3475;75000000;75000000
Регион;Челябинская область;Всего;2019;СПО: квалифицированные рабочие и служащие;Науки об обществе;242;67.43119266;39099.09305;75000000;75000000
Регион;Челябинская область;Всего;2019;СПО: квалифицированные рабочие и служащие;Сельское хозяйство и сельскохозяйственные науки;301;70.26022305;50884.03013;75000000;75000000
Регион;Челябинская область;Всего;2020;СПО: квалифицированные рабочие и служащие;Гуманитарные науки;19;55.55555556;;75000000;75000000
Регион;Челябинская область;Всего;2020;СПО: квалифицированные рабочие и служащие;Инженерное дело, технологии и технические науки;2162;70.92511013;53284.99671;75000000;75000000
Регион;Челябинская область;Всего;2020;СПО: квалифицированные рабочие и служащие;Искусство и культура;36;75.0;38451.24714;75000000;75000000
Регион;Челябинская область;Всего;2020;СПО: квалифицированные рабочие и служащие;Науки об обществе;341;63.66559486;35333.70601;75000000;75000000
Регион;Челябинская область;Всего;2020;СПО: квалифицированные рабочие и служащие;Сельское хозяйство и сельскохозяйственные науки;266;67.93248945;53269.74479;75000000;75000000
Регион;Челябинская область;Всего;2021;СПО: квалифицированные рабочие и служащие;Гуманитарные науки;45;68.88888889;32143.56828;75000000;75000000
Регион;Челябинская область;Всего;2021;СПО: квалифицированные рабочие и служащие;Инженерное дело, технологии и технические науки;2200;67.34693878;51495.98232;75000000;75000000
Регион;Челябинская область;Всего;2021;СПО: квалифицированные рабочие и служащие;Искусство и культура;49;72.72727273;39060.10385;75000000;75000000
Регион;Челябинская область;Всего;2021;СПО: квалифицированные рабочие и служащие;Науки об обществе;616;56.06326889;37340.56924;75000000;75000000
Регион;Челябинская область;Всего;2021;СПО: квалифицированные рабочие и служащие;Сельское хозяйство и сельскохозяйственные науки;269;61.81102362;47370.89723;75000000;75000000
Регион;Челябинская область;Всего;2022;СПО: квалифицированные рабочие и служащие;Гуманитарные науки;51;75.51020408;33823.71767;75000000;75000000
Регион;Челябинская область;Всего;2022;СПО: квалифицированные рабочие и служащие;Инженерное дело, технологии и технические науки;2238;57.4844572;48958.26242;75000000;75000000
Регион;Челябинская область;Всего;2022;СПО: квалифицированные рабочие и служащие;Искусство и культура;109;52.57731959;32222.41638;75000000;75000000
Регион;Челябинская область;Всего;2022;СПО: квалифицированные рабочие и служащие;Науки об обществе;763;55.32212885;32465.15769;75000000;75000000
Регион;Челябинская область;Всего;2022;СПО: квалифицированные рабочие и служащие;Сельское хозяйство и сельскохозяйственные науки;259;52.10084034;40786.94681;75000000;75000000
Регион;Челябинская область;Всего;2023;СПО: квалифицированные рабочие и служащие;Гуманитарные науки;34;72.0;35485.55667;75000000;75000000
Регион;Челябинская область;Всего;2023;СПО: квалифицированные рабочие и служащие;Здравоохранение и медицинские науки;5;25.0;;75000000;75000000
Регион;Челябинская область;Всего;2023;СПО: квалифицированные рабочие и служащие;Инженерное дело, технологии и технические науки;2459;46.46977388;40101.35598;75000000;75000000
Регион;Челябинская область;Всего;2023;СПО: квалифицированные рабочие и служащие;Искусство и культура;139;54.33070866;33743.22189;75000000;75000000
Регион;Челябинская область;Всего;2023;СПО: квалифицированные рабочие и служащие;Науки об обществе;748;46.93877551;31004.27811;75000000;75000000
Регион;Челябинская область;Всего;2023;СПО: квалифицированные рабочие и служащие;Сельское хозяйство и сельскохозяйственные науки;244;44.49541284;34102.50394;75000000;75000000
Регион;Челябинская область;Всего;2019;Бакалавриат, специалитет;Гуманитарные науки;676;74.17417417;55146.89141;75000000;75000000
Регион;Челябинская область;Всего;2019;Бакалавриат, специалитет;Здравоохранение и медицинские науки;575;92.84467714;89140.38587;75000000;75000000
Регион;Челябинская область;Всего;2019;Бакалавриат, специалитет;Инженерное дело, технологии и технические науки;3479;87.72542176;91783.43221;75000000;75000000
Регион;Челябинская область;Всего;2019;Бакалавриат, специалитет;Искусство и культура;589;84.55743879;58689.93168;75000000;75000000
Регион;Челябинская область;Всего;2019;Бакалавриат, специалитет;Математические и естественные науки;437;84.68677494;83250.81146;75000000;75000000
Регион;Челябинская область;Всего;2019;Бакалавриат, специалитет;Науки об обществе;5217;74.89303773;64798.86535;75000000;75000000
Регион;Челябинская область;Всего;2019;Бакалавриат, специалитет;Образование и педагогические науки;2532;82.39837398;52849.69275;75000000;75000000
Регион;Челябинская область;Всего;2019;Бакалавриат, специалитет;Сельское хозяйство и сельскохозяйственные науки;608;81.39931741;66385.52627;75000000;75000000
Регион;Челябинская область;Всего;2020;Бакалавриат, специалитет;Гуманитарные науки;929;74.34497817;58507.71636;75000000;75000000
Регион;Челябинская область;Всего;2020;Бакалавриат, специалитет;Здравоохранение и медицинские науки;590;89.83050847;87782.48344;75000000;75000000
Регион;Челябинская область;Всего;2020;Бакалавриат, специалитет;Инженерное дело, технологии и технические науки;3212;87.9245283;83144.04918;75000000;75000000
Регион;Челябинская область;Всего;2020;Бакалавриат, специалитет;Искусство и культура;544;86.15984405;51820.6869;75000000;75000000
Регион;Челябинская область;Всего;2020;Бакалавриат, специалитет;Математические и естественные науки;453;82.39277652;71318.05501;75000000;75000000
Регион;Челябинская область;Всего;2020;Бакалавриат, специалитет;Науки об обществе;5182;73.74729809;59053.59931;75000000;75000000
Регион;Челябинская область;Всего;2020;Бакалавриат, специалитет;Образование и педагогические науки;2528;81.09090909;53609.04192;75000000;75000000
Регион;Челябинская область;Всего;2020;Бакалавриат, специалитет;Сельское хозяйство и сельскохозяйственные науки;492;82.61802575;61092.12755;75000000;75000000
Регион;Челябинская область;Всего;2021;Бакалавриат, специалитет;Гуманитарные науки;1064;76.57754011;54889.95203;75000000;75000000
Регион;Челябинская область;Всего;2021;Бакалавриат, специалитет;Здравоохранение и медицинские науки;551;84.95412844;69422.65548;75000000;75000000
Регион;Челябинская область;Всего;2021;Бакалавриат, специалитет;Инженерное дело, технологии и технические науки;3306;86.20253165;79009.31902;75000000;75000000
Регион;Челябинская область;Всего;2021;Бакалавриат, специалитет;Искусство и культура;421;79.65616046;52919.14637;75000000;75000000
Регион;Челябинская область;Всего;2021;Бакалавриат, специалитет;Математические и естественные науки;435;81.44578313;72265.29476;75000000;75000000
Регион;Челябинская область;Всего;2021;Бакалавриат, специалитет;Науки об обществе;6080;72.16453674;54811.94473;75000000;75000000
Регион;Челябинская область;Всего;2021;Бакалавриат, специалитет;Образование и педагогические науки;2308;82.54464286;51412.02932;75000000;75000000
Регион;Челябинская область;Всего;2021;Бакалавриат, специалитет;Сельское хозяйство и сельскохозяйственные науки;391;76.19047619;61869.22319;75000000;75000000
Регион;Челябинская область;Всего;2022;Бакалавриат, специалитет;Гуманитарные науки;951;72.78250304;48136.16888;75000000;75000000
Регион;Челябинская область;Всего;2022;Бакалавриат, специалитет;Здравоохранение и медицинские науки;568;78.71198569;61532.69597;75000000;75000000
Регион;Челябинская область;Всего;2022;Бакалавриат, специалитет;Инженерное дело, технологии и технические науки;3586;85.76523031;73451.62651;75000000;75000000
Регион;Челябинская область;Всего;2022;Бакалавриат, специалитет;Искусство и культура;459;80.29925187;48315.62189;75000000;75000000
Регион;Челябинская область;Всего;2022;Бакалавриат, специалитет;Математические и естественные науки;424;75.18427518;54202.20608;75000000;75000000
Регион;Челябинская область;Всего;2022;Бакалавриат, специалитет;Науки об обществе;5043;70.74006396;53912.14093;75000000;75000000
Регион;Челябинская область;Всего;2022;Бакалавриат, специалитет;Образование и педагогические науки;2208;79.50546838;49245.9049;75000000;75000000
Регион;Челябинская область;Всего;2022;Бакалавриат, специалитет;Сельское хозяйство и сельскохозяйственные науки;479;75.05995204;54036.38935;75000000;75000000
Регион;Челябинская область;Всего;2023;Бакалавриат, специалитет;Гуманитарные науки;915;62.98200514;39525.5753;75000000;75000000
Регион;Челябинская область;Всего;2023;Бакалавриат, специалитет;Здравоохранение и медицинские науки;595;65.87030717;44291.11404;75000000;75000000
Регион;Челябинская область;Всего;2023;Бакалавриат, специалитет;Инженерное дело, технологии и технические науки;3402;78.24161923;67276.49607;75000000;75000000
Регион;Челябинская область;Всего;2023;Бакалавриат, специалитет;Искусство и культура;630;75.38461538;48367.73867;75000000;75000000
Регион;Челябинская область;Всего;2023;Бакалавриат, специалитет;Математические и естественные науки;436;61.50234742;49279.81315;75000000;75000000
Регион;Челябинская область;Всего;2023;Бакалавриат, специалитет;Науки об обществе;4869;66.72945609;49964.31403;75000000;75000000
Регион;Челябинская область;Всего;2023;Бакалавриат, специалитет;Образование и педагогические науки;2232;77.61545712;45243.59014;75000000;75000000
Регион;Челябинская область;Всего;2023;Бакалавриат, специалитет;Сельское хозяйство и сельскохозяйственные науки;513;68.54663774;53774.13471;75000000;75000000
Регион;Челябинская область;Всего;2019;Магистратура;Гуманитарные науки;254;81.03448276;70642.95457;75000000;75000000
Регион;Челябинская область;Всего;2019;Магистратура;Инженерное дело, технологии и технические науки;925;89.86332574;102411.2554;75000000;75000000
Регион;Челябинская область;Всего;2019;Магистратура;Искусство и культура;52;86.53846154;75752.86774;75000000;75000000
Регион;Челябинская область;Всего;2019;Магистратура;Математические и естественные науки;308;90.16949153;93852.5072;75000000;75000000
Регион;Челябинская область;Всего;2019;Магистратура;Науки об обществе;1072;80.11417697;92887.79476;75000000;75000000
Регион;Челябинская область;Всего;2019;Магистратура;Образование и педагогические науки;708;89.26746167;61901.11948;75000000;75000000
Регион;Челябинская область;Всего;2019;Магистратура;Сельское хозяйство и сельскохозяйственные науки;110;88.78504673;62827.62216;75000000;75000000
Регион;Челябинская область;Всего;2020;Магистратура;Гуманитарные науки;236;86.32478632;69052.86618;75000000;75000000
Регион;Челябинская область;Всего;2020;Магистратура;Инженерное дело, технологии и технические науки;835;92.06730769;99521.98929;75000000;75000000
Регион;Челябинская область;Всего;2020;Магистратура;Искусство и культура;43;81.39534884;56227.46852;75000000;75000000
Регион;Челябинская область;Всего;2020;Магистратура;Математические и естественные науки;236;86.58008658;87047.25829;75000000;75000000
Регион;Челябинская область;Всего;2020;Магистратура;Науки об обществе;1320;80.67484663;82106.92283;75000000;75000000
Регион;Челябинская область;Всего;2020;Магистратура;Образование и педагогические науки;619;87.54512635;59489.71477;75000000;75000000
Регион;Челябинская область;Всего;2020;Магистратура;Сельское хозяйство и сельскохозяйственные науки;98;83.33333333;69660.63932;75000000;75000000
Регион;Челябинская область;Всего;2021;Магистратура;Гуманитарные науки;216;81.67539267;74529.78015;75000000;75000000
Регион;Челябинская область;Всего;2021;Магистратура;Инженерное дело, технологии и технические науки;870;93.50811486;93719.30228;75000000;75000000
Регион;Челябинская область;Всего;2021;Магистратура;Искусство и культура;43;91.42857143;65095.73393;75000000;75000000
Регион;Челябинская область;Всего;2021;Магистратура;Математические и естественные науки;205;90.5;83027.49406;75000000;75000000
Регион;Челябинская область;Всего;2021;Магистратура;Науки об обществе;1115;80.19047619;76826.01591;75000000;75000000
Регион;Челябинская область;Всего;2021;Магистратура;Образование и педагогические науки;466;85.64231738;59740.95331;75000000;75000000
Регион;Челябинская область;Всего;2021;Магистратура;Сельское хозяйство и сельскохозяйственные науки;104;82.52427184;72178.78068;75000000;75000000
Регион;Челябинская область;Всего;2022;Магистратура;Гуманитарные науки;239;81.77570093;68409.48128;75000000;75000000
Регион;Челябинская область;Всего;2022;Магистратура;Инженерное дело, технологии и технические науки;793;90.01426534;88932.18421;75000000;75000000
Регион;Челябинская область;Всего;2022;Магистратура;Искусство и культура;68;84.74576271;55470.51435;75000000;75000000
Регион;Челябинская область;Всего;2022;Магистратура;Математические и естественные науки;162;86.30136986;70177.5504;75000000;75000000
Регион;Челябинская область;Всего;2022;Магистратура;Науки об обществе;1010;82.48407643;81598.85564;75000000;75000000
Регион;Челябинская область;Всего;2022;Магистратура;Образование и педагогические науки;638;87.22222222;57116.21017;75000000;75000000
Регион;Челябинская область;Всего;2022;Магистратура;Сельское хозяйство и сельскохозяйственные науки;89;82.71604938;62056.83413;75000000;75000000
Регион;Челябинская область;Всего;2023;Магистратура;Гуманитарные науки;192;83.04093567;62678.81309;75000000;75000000
Регион;Челябинская область;Всего;2023;Магистратура;Инженерное дело, технологии и технические науки;676;87.05501618;75610.13852;75000000;75000000
